name,alt_name,name:nan-HJ,name:nan,name:nan-TL
中興村,,,Tiong-hing-tshun,
造橋鄉,,,Chō-kiô-hiong,
中林,,中林,Tiong-lîm,Tiong-lîm
鹿滿,,鹿麻產,Lo̍k-Môa-sán,Lo̍k-muâ-sán
新大港,,,Sin-tuā-káng,
仁美,,,Jîn-bí,Jîn-bí
內柵,,內柵,Lāi-cha̍h,Lāi-tsa̍h
員林坑,,員林坑,Oân-lîm-khiⁿ,Uân-lîm-khinn
大坡,,大坡,Tōa-pho,Tuā-pho
泉坡尾,,泉坡尾,Choân-pho-bé,Tsuân-pho-bé
石園,,,Tsio̍h-hn̂g,
豬家莊,,,Ti-ka-tsng,
東勢,,東勢,Tang-sè,Tang-sè
三峯,三叉崠;三叉凸,,Sam-hong,Sam-hong
上店子,,,Siōng-tiàm-á,
中番子湖,,,Tiong-huan-á-hôo,
二重埔,,,Jī-têng-po͘,
五龍,,,gōo-liông,
十股林,,,Tsa̍p-kóo-nâ,
犁頭山,,,Lê-thâu-suann,
番子湖,,,Huan-á-hôo,
直窩,,,Ti̍k-o,
秀湖,,,Siù-ôo,
雙溪,,雙溪,Siang-khoe,Siang-khue
福州厝,,福州厝,Hok-chiu-chhù,Hok-tsiu-tshù
公舘仔,公館仔,,Kong-kuán-á,
湳仔,,,Làm-á,Làm-á
崇德,,崇德,Chông-tek,Tsông-tik
三塊厝,,,Saⁿ-tè-chhù,Sann-tè-tshù
後寮,,,Āu-liâu,Āu-liâu
西南,,西南,Sai-lâm,Sai-lâm
外山腳,,外山跤,Gōa-soaⁿ-kha,Guā-suann-kha
山脚,,山跤,Soaⁿ-kha,Suann-kha
樂山,鹿場大山,樂山,Lo̍k-soaⁿ,Lo̍k-suann
茅仔埔,,茅仔埔,Hm̂-á-po͘,Hm̂-á-poo
談文,,淡文湖,Tām-bûn-ô͘,Tām-bûn-ôo
公館,,公館,Kong-koán,Kong-kuán
内城,,,Lāi-siânn,
埔頭,,埔頭,Po͘-thâu,Poo-thâu
石灼子,,石灼仔,Chio̍h-chioh-á,Tsio̍h-tsioh-á
石門,,,Tsio̍h-mn̂g,
竹坑口,,竹坑口,Tek-khiⁿ-kháu,Tik-khinn-kháu
頭股份子,,頭股份仔,Thâu-kó͘-hūn-á,Thâu-kóo-hūn-á
龜溝,,龜溝,Ku-kau,Ku-kau
口埤,,,Kháu-pi,
關仔嶺,關子嶺,,Koan-á-niá,Kuan-á-niá
内角,,内角,Lāi-kak,Lāi-kak
仙草埔,,,Sian-chháu-po͘,Sian-tsháu-po͘
下庄仔,,下庄仔,Ē-chng-á,Ē-tsng-á
本館,,,Pún-koán,Pún-kuán
赤山,,赤山,Chhiah-soaⁿ,Tshiah-suann
粗坑,,粗坑,Chho͘-khiⁿ,Tshoo-khinn
大港埔,,,Tōa-káng-po͘,Tuā-káng-poo
坔埔,,,Làm-po͘,
番仔坑,,,Hoan-á-kheⁿ,
鳳鼻頭,,鳳鼻頭,Hōng-phīⁿ-thâu,Hông-phīnn-thâu
過田仔,,,Kuè-tshân-á,
後勁,,,Āu-ngē,
九曲堂,,九曲堂,Kiú-khiok-tông,Kiú-khiok-tông
林內,,,Nâ-lāi,Nâ-lāi
三欉竹,,三欉竹,Saⁿ-châng-tek,Sann-tsâng-tik
三塊厝,,,Saⁿ-tè-chhù,
檨仔腳,,,Soāiⁿ-á-kha,
凹仔底,,,Lap-á-té,
五塊厝,,,Gō͘-tè-chhù,
芎蕉腳,,,Keng-chio-kha,
右昌,,,Iū-chhiong,
竹子腳,,,Tek-á-kha,
草埔 Supaw,,草埔,Chháu-po͘,Tsháu-poo
草埔後社,,草埔後社,Chháu-po͘ Āu-siā,Tsháu-poo Āu-siā
車城鄉,,,Chhâ-siâⁿ-hiong,
大埔,,大埔,Tōa-po͘,Tuā-poo
內埔,,內埔,Lāi-po͘,Lāi-poo
三千,,,Sam-chhian,Sam-tshian
射寮,,射寮,Siā-liâu,Siā-liâu
石門埔,,石門埔,Chio̍h-mn̂g-po͘,Tsio̍h-mn̂g-poo
統埔,,統埔,Thóng-po͘,Thóng-poo
下草埔 Puljequan,,下草埔,E-chháu-po͘,E-tsháu-poo
新街,,新街,Sin-ke,Sin-ke
內大溪,,內大溪,Lāi-tōa-khoe,Lāi-tuā-khue
十三股,,十三股,Cha̍p-saⁿ-kó͘,Tsa̍p-sann-kóo
紅柴林,,,Âng-tshâ-nâ,
東勢角,,,Tang-sè-kak,
柴寮仔,,柴寮仔,Chhâi-liâu-á,Tshâi-liâu-á
東勢,,東勢,Tang-sè,Tang-sè
烏山頭,,,Oo-suann-thâu,
同安厝,,,Tông-an-tshù,
興農巷,,,Hing-lông-hāng,
厝仔,,,Tshù-á,
昭和莊,,,Tsiau-hô-tsng,
阿密哩,,,A-ba̍t-li,
高園,,,Ko-hn̂g,
番仔園,,,Huan-á-hn̂g,
溪心壩,,,Khe-sim-pà,
台北站前,,台北驛前,Tâi-pak ia̍h-chêng,
東區商圈,,東區商圈,Tang-khu Siong-khoan,Tang-khu Siong-khuan
信義商圈,,信義商圈,Sìn-gī Siong-khoan,Sìn-gī Siong-khuan
民生社區,,民生社區,Bîn-seng Siā-khu,Bîn-sing Siā-khu
新里族,,新里族,Sin-lí-cho̍k,Sin-lí-tso̍k
博愛特區,,,Phok-ài-ti̍k-khu,
南海學園,,南海學園,Lâm-hái Ha̍k-hn̂g,Lâm-hái Ha̍k-hn̂g
華山,,華山,Hôa-san,Huâ-san
艋舺,,,Báng-kah,
內湖科技園區,,內湖科技園區,Lāi-ô͘ Kho-ki Hn̂g-khu,Lāi-ôo Kho-ki Hn̂g-khu
城內,城中,中文,Siâⁿ-lāi,Siânn-lāi
番婆厝,,,Hoan-pô-chhù,Huan-pô-tshù
九甲三,九甲參,,Káu-kah-sann,Káu-kah-sann
南西商圈,中山站商圈,南西商圈,Lâm-se-siong-khoan,Lâm-se-siong-khuan
義重町,基隆銀座,,Gi-tiōng-ting,
成功嶺,,,Sîng-kong-niá,
竹山,,,Tik-san,
車罾,車層,,Chhia-chân,Tshia-tsân
牛埔,,,Gû-poo,
下崁,,,Ē-khàm,
龍匣口,,龍盒口,Liông-a̍h-kháu,Liông-a̍h-kháu
加蚋子,雙園,,Ka-la̍k-á,
三板橋,,三枋橋,Sam-pang-kiô,Sam-pang-kiô
建成,,建成,Kiàn-sêng,Kiàn-sîng
中庄子,,中庄子,Tiong-chng-á,Tiong-tsng-á
十二甲,,十二甲,Cha̍p-jī-kah,Tsa̍p-jī-kah
頂公館,,頂公館,Téng-kong-koán,Tíng-kong-kuán
大龍峒,大龍泵,大龍泵,Tōa-lông-pōng,Tuā-lông-pōng
上埤頭,,,Siōng-pi-thâu,
金門縣,,金門縣,Kim-mn̂g-koān,Kim-mn̂g-kuān
漁港,,,Hû-káng,
螢橋,,螢橋,Êng-kiô,Îng-kiô
崙仔頂,,崙仔頂,Lūn-á-téng,Lūn-á-tíng
雙叉江,,雙叉江,Siang-chha-kang,Siang-tsha-kang
牛塭窟,,牛塭窟,Gû-ùn-khut,Gû-ùn-khut
蔡厝,,蔡厝,Chhòa-chhù,Tshuà-tshù
溪墘仔,,溪墘仔,Khe-kîⁿ-á,Khe-kînn-á
頂溪墘,,頂溪墘,Téng-khoe-kîⁿ,Tíng-khue-kînn
十八汴,,十八汴,Cha̍p-poeh-piān,Tsa̍p-pueh-piān
王厝,,王厝,Ông-chhù,Ông-tshù
下溪墘,,下溪墘,Téng-khoe-kîⁿ,Hā-khue-kînn
劉厝,,劉厝,Lâu-chhù,Lâu-tshù
水碓仔,,水碓仔,Chúi-tùi-á,Tsuí-tuì-á
豬母厝,,豬母厝,Ti-bú-chhù,Ti-bú-tshù
黃厝,,黃厝,N̂g-chhù,N̂g-tshù
景腳,梘腳,筧跤,Kéng-kha,Kíng-kha
邱厝,,邱厝,Khiu-chhù,Khiu-tshù
五和村,,五和村,Gō͘-hô-chhun,Gōo-hô-tshun
秀朗渡,,秀朗渡,Siù-lóng-tō͘,Siù-lóng-tōo
虎吼口,虎孔口;虎吼洲,虎吼口,Hó͘-háu-kháu,Hó͘-háu-kháu
九間仔,,九間仔,Káu-keng-á,Káu-king-á
豬屠,竹林豬屠,豬屠,Ti-tô͘,Tī-tôo
網尾寮,網溪,網尾寮,Bāng-bé-liâu,Bāng-bé-liâu
網尾渡,,網尾渡,Bāng-bé-tō͘,Bāng-bé-tōo
八分,,八分,Poeh-hun,Pueh-hun
磘廍,,磘廍,Iô-phō͘,Iô-phōo
新廍,,新廍,Sin-phō͘,Sin-phōo
舊廍,許家古厝區,舊廍,Kū-phō͘,Kū-phōo
桂竹仔林,,桂竹仔林,Kùi-tek-á-nâ,Kuì-tik-á-nâ
後溪洲,,後溪洲,Āu-Khoe-chiu,Āu-khue-tsiu
下溪洲,,下溪洲,Ē-Khoe-chiu,Ē-khue-tsiu
頂溪洲,,頂溪洲,Téng-khoe-chiu,Tíng-khue-tsiu
店仔街,,店仔街,Tiàm-á-ke,Tiàm-á-ke
牛路巷,,牛路巷,Gû-lō͘-hāng,Gû-lōo-hāng
黃溪堀,,黃溪堀,N̂g-khe-khut,N̂g-khe-khut
下秀朗,,下秀朗,Ē-siù-lóng,Ē-siù-lóng
溪洲,龜崙蘭,溪洲,Khe-chiu,Khe-tsiu
水潭礐,,水潭礐,Chúi-thâm-ha̍k,Tsuí-thâm-ha̍k
新廍邊,,新廍邊,Sin-phō͘-piⁿ,Sin-phōo-pinn
大圳嘏,,大圳嘏,Tōa-chùn-kó͘,Tuā-tsùn-kóo
行刑場,,行刑場,Hêng-hêng-tiûⁿ,Hîng-hîng-tiûnn
過圳,,過圳,kòe-chùn,Kuè-tsùn
竹巷仔,,竹巷仔,Tek-hāng-á,Tik-hāng-á
安溪寮,,安溪寮,An-khere-liâu,An-khere-liâu
無尾坑,,無尾坑,Bô-bé-khiⁿ,Bô-bé-khinn
隘寮坑,,隘寮坑,Ài-liâu-khiⁿ,Ài-liâu-khinn
乾溪仔,,焦溪仔,Ta-khoe-á,Ta-khue-á
店仔腳,,店仔跤,Tiàm-á-kha,Tiàm-á-kha
店仔街,,店仔街,Tiàm-á-koe,Tiàm-á-kue
嶢龜橋,,嶢龜橋,Giâu-ku-kiô,Giâu-ku-kiô
高麗坑,,高麗坑,Ko-lê-khiⁿ,Ko-lê-khinn
水尾,,水尾,Chúi-bé,Tsuí-bé
九芎腳,,九芎跤,Káu-kiong-kha,Káu-kiong-kha
頂崙尾,,頂崙尾,Téng-lūn-bé,Tíng-lūn-bé
隘口尾,,隘口尾,Ài-káu-bé,Ài-káu-bé
興福,十五份;十五份庄,興福,Heng-hok,Hing-hok
圳後,,圳後,Chùn-āu,Tsùn-āu
石門,,石門,Chio̍h-mn̂g,Tsio̍h-mn̂g
肥礐,,肥礐,Pûi-ha̍k,Puî-ha̍k
新生地,烏霧潭,新生地,Sin-seng-tōe,Sin-sing-tuē
狗園,,狗園,Káu-ûi,Káu-uî
番仔墩,,番仔墩,Hoan-á-tun,Huan-á-tun
磘廍,,磘廍,Iô-phō͘,Iô-phōo
番仔園,,番仔園,Hoan-á-hn̂g,Huan-á-hn̂g
舊廍,,舊廍,Kū-phō͘,Kū-phōo
撚寶仁,,撚寶仁,Lián-pó-jîn,Lián-pó-jîn
窟仔墘,,窟仔墘,Khut-á-kîⁿ,Khut-á-kînn
外竹圍,,外竹圍,Gōa-tek-ûi,Guā-tik-uî
公竹腳,,公竹跤,Kong-tek-kha,Kong-ti̍k-kha
蟧蜈車,,蟧蜈車,Lâ-giâ-chhia,Lâ-giâ-tshia
店仔街埔,,,Tiàm-á-ke-po͘,Tiàm-á-ke-poo
舊廍窟,,舊廍窟,Kū-phō͘-khut,Kū-phōo-khut
溪底仔,,溪底仔,Khe-té-á,Khe-té-á
洪厝,,洪厝,Âng-chhù,Âng-tshù
後厝,,後厝,Āu-chhù,Āu-tshù
崁腳,,崁腳,Khàm-kha,Khàm-kha
店仔街豬屠,,店仔街豬屠,Tiàm-á-ke Ti-tô͘,Tiàm-á-ke Ti-tôo
下路巷,,下路巷,Ē-lō͘-hāng,Ē-lōo-hāng
窟仔底,,窟仔底,Khut-á-té,Khut-á-té
倒追仔,,,tó-tūi-á,
儘早溝,,,kīm-tshiá-kau,
崁頂,,崁頂,Khàm-téng,Khàm-tíng
天臺,,天臺,Thian-tâi,Thian-tâi
三十張犁,,三十張犁,Saⁿ-cha̍p-tiuⁿ-lôe,Sann-tsa̍p-tiunn-luê
林尾,,林尾,Nâ-bé,Nâ-bé
柴竹圍,,柴竹圍,Chhâi-tek-ûi,Tshâi-tik-uî
新店仔,,新店仔,Sin-tiàm-á,Sin-tiàm-á
芎蕉湖,,芎蕉湖,Keng-chio-ô͘,King-tsio-ôo
永春厝,,永春厝,Éng-chhun-chhù,Íng-tshun-tshù
九汴頭,,九汴頭,Káu-piān-thâu,Káu-piān-thâu
崁仔頂,,崁仔頂,Khàm-á-téng,Khàm-á-tíng
尪公厝,,尪公厝,Ang-kong-chhù,Ang-kong-tshù
何厝庄,,何厝庄,Hô-chhù-chng,Hô-tshù-tsng
芳蘭,陳厝,芳蘭,Hong-lân,
番仔公館,,番仔公館,Hoan-á Kong-koán,Huan-á Kong-kuán
外埔,,外埔,Gōa-po͘,Guā-poo
石碣頭,,石碣頭,Chio̍h-kia̍t-thâu,Tsio̍h-kia̍t-thâu
小坑頭,,小坑頭,Sió-kheⁿ-thâu,Sió-khenn-thâu
金面頭,,金面頭,Kim-bīn-thâu,Kim-bīn-thâu
頂店,,頂店,Téng-tiàm,Tíng-tiàm
牛埔,崙仔尾,牛埔,Gû-po͘,Gû-poo
吊硞坑,,吊硞坑,Tiàu-kho̍k-kheⁿ,Tiàu-kho̍k-khenn
外彎,大彎,外彎,Gōa-oan,Guā-uan
石崁腳,,石崁跤,Chio̍h-khàm-kha,Tsio̍h-khàm-kha
石獅,,石獅,Chio̍h-sai,Tsio̍h-sai
渡船巷,,渡船巷,Tō͘-chûn-hāng,Tōo-tsûn-hāng
柿仔腳,,柿仔跤,Khī-á-kha,Khī-á-kha
打鐵寮,,拍鐵寮,Phah-thih-liâu,Phah-thih-liâu
樟腳,,樟跤,Chiuⁿ-kha,Tsiunn-kha
樟腳店仔,,樟跤店仔,Chiuⁿ-kha-tiàm-á,Tsiunn-kha-tiàm-á
抱子坑,枹仔坑,抱仔坑,Phō-á-khiⁿ,Phō-á-khinn
嶺頭,,嶺頭,Niá-thâu,Niá-thâu
瓦厝,,瓦厝,Hiā-chhù,Hiā-tshù
灰窯坑,,灰窯坑,Hoe-iô-khiⁿ,Hue-iô-khinn
樟腦寮,,樟腦寮,Chiuⁿ-nó͘-liâu,Tsiunn-nóo-liâu
詔安厝,,詔安厝,Chiàu-an-chhù,Tsiàu-an-tshù
頂厝庄仔,,頂厝庄仔,Téng-chhù-chng-á,Tíng-tshù-tsng-á
牛埔仔,,牛埔仔,Gû-po͘-á,Gû-poo-á
番社,,番社,Hoan-siā,Huan-siā
半路店,,半路店,Pòaⁿ-lō͘-tiàm,Puànn-lōo-tiàm
挖子內,,挖仔內,Oat-á-lāi,Uat-á-lāi
大坵園,,大坵園,Tōa-khu-hn̂g,Tuā-khu-hn̂g
中坑,,中坑,Tiong-khiⁿ,Tiong-khinn
草花汴,,草花汴,Chháu-hoe-piān,Tsháu-hue-piān
榮泰厝,,榮泰厝,Êng-thài-chhù,Îng-thài-tshù
石梘仔,,石梘仔,Chio̍h-kián-á,Tsio̍h-kián-á
水梘頭,,水梘頭,Chúi-kián-thâu,Tsuí-kián-thâu
御園村,,御園村,Gū-hn̂g-chhun,Gū-hn̂g-tshun
本鄉町,,本鄉町,Pún-hiong-teng,Pún-hiong-ting
神田町,,神田町,Sîn-chhân-teng,Sîn-tshân-ting
蘇厝,,蘇厝,So͘-chhù,Soo-tshù
後厝,,後厝,Āu-chhù,Āu-tshù
新厝內,,新厝內,Sin-chhù-lāi,Sin-tshù-lāi
圳墘,圳墘高,圳墘,Chùn-kîⁿ,Tsùn-kînn
四甲六,,四甲六,Sì-kah-la̍k,Sì-kah-la̍k
九甲六,,九甲六,Káu-kah-la̍k,Káu-kah-la̍k
坑仔內,,坑仔內,Khiⁿ-á-lāi,Khinn-á-lāi
凌厝,,凌厝,Lêng-chhù,Lîng-tshù
油桶腳,,油桶跤,Iû-tháng-kha,Iû-tháng-kha
頂塊廖,,頂塊廖,Téng-tè-liāu,Tíng-tè-liāu
上埤,,頂埤,Téng-pi,Tíng-pi
四甲,,四甲,Sì-kah,Sì-kah
二甲,,二甲,Lī-kah,Lī-kah
九甲,,九甲,Káu-kah,Káu-kah
三甲,,三甲,Saⁿ-kah,Sann-kah
下塊廖,,下塊廖,Ē-tè-liāu,Ē-tè-liāu
頂塊黃,,頂塊黃,Téng-tè-n̂g,Tíng-tè-n̂g
下塊黃,,下塊黃,Ē-tè-n̂g,Ē-tè-n̂g
中塊黃,,中塊黃,Tiong-tè-n̂g,Tiong-tè-n̂g
水源地,,水源地,Chúi-goân-tōe,Tsuí-guân-tuē
渡船頭,,渡船頭,Tō͘-chûn-thâu,Tōo-tsûn-thâu
崩溪,,崩溪,Pang-khoe,Pang-khue
觀音仔地,,觀音仔地,Koan-im-á-tōe,Kuan-im-á-tuē
百二番,,百二番,Pah-jī-hoan,Pah-jī-huan
舊街仔,,舊街仔,Kū-koe-á,Kū-koe-á
新店仔,,新店仔,Sin-tiàm-á,Sin-tiàm-á
店仔口,,店仔口,Tiàm-á-kháu,Tiàm-á-kháu
玖橋,,玖橋,Kiú-kiô,Kiú-kiô
莿仔埒,,莿仔埒,Keng-á-phû,Kíng-á-phû
埤仔腳,,埤仔跤,Pi-á-kha,Pi-á-kha
桂竹林,,桂竹林,Kùi-tek-nâ,Kuì-tik-nâ
竹花厝,,竹花厝,Tek-hoe-chhù,Tik-hué-tshù
刣人埔,,刣人埔,Thâi-lâng-po͘,Thâi-lâng-poo
粿店仔,,粿店仔,Ké-tiàm-á,Ké-tiàm-á
山仔後,,山仔後,Soaⁿ-á-āu,Suann-á-āu
耙形,,耙形,Pê-hêng,Pê-hîng
土地公坡,,土地公坡,Thó͘-tē-kong-pho,Thóo-tē-kong-pho
松樹腳,,松樹跤,Siông-chhiū-kha,Siông-tshiū-kha
保同陂,,保同陂,Pó-tông-pi,Pó-tông-pi
十五分內,,十五分內,Cha̍p-gō͘-hūn-lāi,Tsa̍p-gōo-hūn-lāi
中瓦厝,,中瓦厝,Tiong-hiā-chhù,Tiong-hiā-tshù
蜈蚣牙,,蜈蚣牙,Giâ-kang-gê,Giâ-kang-gê
雙邊壁,,雙爿壁,Siang-pêng-piah,Siang-pîng-piah
龜山,,龜山,Ku-soaⁿ,Ku-suann
油庫口,,油庫口,Iû-khò͘-kháu,Iû-khòo-kháu
